派案單號,案件序號,案件來源,專案名稱,業者名稱,業者主業別,業者次業別,行政區,地址,地址備註,稽查日期,表單名稱,稽查結果代碼,稽查結果,FORM_LOG_ID,最後更新日期,CR_DATETIME,UP_DATETIME
A107080600171,2,民眾檢舉,,阿嘉師烘焙坊,其他一般食品製造業,烘焙食品,三重區,自強路3段19號,,20180823,食品現場稽查紀錄表(GHP),A2,複查合格,A107080600171-00002-1-GHP,55:26.9,24:27.6,NULL
A107080600174,1,民眾檢舉,,炸雞,食品販賣業,傳統市場攤商,板橋區,中正路236巷43號,,20180808,食品現場稽查紀錄表(GHP),A3,輔導改善,A107080600174-00001-1-GHP,49:22.6,24:27.6,NULL
A107080700187,1,民眾檢舉,,佳佳香鍋貼專賣店,餐飲業,一般餐廳,永和區,永和路1段114號,,20180808,食品現場稽查紀錄表(GHP),A1,合格,A107080700187-00001-1-GHP,49:55.0,24:27.6,NULL
A107080700188,2,調查及追蹤,,花枝道(米樂企業社),餐飲業,攤販業,深坑區,深坑街150號,,20180813,食品現場稽查紀錄表(GHP),A3,輔導改善,A107080700188-00002-1-GHP,18:12.1,24:27.6,NULL
A107080700189,1,民眾檢舉,,蘆洲重陽二街與賢路傳統市場-無市招-魚攤商,餐飲業,其他,蘆洲區,重陽二街21號,蘆洲重陽二街與集賢路,20180808,食品現場稽查紀錄表(GHP),A3,輔導改善,A107080700189-00001-1-GHP,49:55.3,24:27.6,NULL
A107080700189,2,民眾檢舉,,蘆洲重陽二街與集賢路傳統市場-無市招-魚攤商,餐飲業,其他,蘆洲區,重陽二街17之1號,,20180808,食品現場稽查紀錄表(GHP),A3,輔導改善,A107080700189-00002-1-GHP,49:55.7,24:27.6,NULL
A107080700227,2,配合經發局稽查,,元茂農產企業股份有限公司,其他一般食品製造業,其他食品製造業,新莊區,"五權一路3號之2, 1樓",新北市新莊區五權一路3號之2 1樓,20180809,食品現場稽查紀錄表(GHP),A2,複查合格,A107080700227-00002-1-GHP,49:59.9,24:27.6,NULL
A107080700231,1,民眾檢舉,,酒保異棧,餐飲業,一般餐廳,新莊區,新泰路2之13號,,20180809,食品現場稽查紀錄表(GHP),A3,輔導改善,A107080700231-00001-1-GHP,49:28.0,24:27.6,NULL
A107080800235,1,輿情,,蟹老闆-板橋裕民店,餐飲業,其他,板橋區,裕民街124號,124號前方,20180808,食品現場稽查紀錄表(GHP),B1,不合格,A107080800235-00001-1-GHP,49:28.4,24:27.6,NULL
A107080800235,2,輿情,,黑武藏10元壽司延吉店,食品販賣業,傳統市場攤商,土城區,延吉街239號,康是美門前,20180808,食品現場稽查紀錄表(GHP),B1,不合格,A107080800235-00002-1-GHP,55:50.2,24:27.6,NULL
A107080800235,3,輿情,,蟹老闆10元壽司,食品販賣業,傳統市場攤商,新莊區,豐年街2號,2號旁新莊路595號前,20180808,食品現場稽查紀錄表(GHP),B1,不合格,A107080800235-00003-1-GHP,49:28.8,24:27.6,NULL
A107080800235,5,輿情,,黑武藏10元壽司延吉店(市招),食品販賣業,傳統市場攤商,土城區,明德路1段369之1號,,20180827,食品現場稽查紀錄表(GHP),A2,複查合格,A107080800235-00005-1-GHP,52:38.0,24:27.6,NULL
A107080800235,6,輿情,,蟹老闆10元壽司,食品販賣業,傳統市場攤商,新莊區,豐年街2號,2號旁新莊路595號前,20180814,食品現場稽查紀錄表(GHP),A2,複查合格,A107080800235-00006-1-GHP,54:14.5,24:27.6,NULL
A107080800235,7,輿情,,蟹老闆-板橋裕民店,餐飲業,其他,板橋區,裕民街124號,124號前方,20180815,食品現場稽查紀錄表(GHP),A2,複查合格,A107080800235-00007-1-GHP,54:14.8,24:27.6,NULL
A107080800235,8,輿情,,無市招鐵皮屋黑武藏壽司倉儲,食品販賣業,其他,土城區,明德路1段369之1號,,20180810,食品現場稽查紀錄表(GHP),B1,不合格,A107080800235-00008-1-GHP,50:04.8,24:27.6,NULL
A107080800235,9,輿情,,無市招鐵皮屋黑武藏壽司倉儲,食品販賣業,其他,土城區,明德路1段369之1號,,20180820,食品現場稽查紀錄表(GHP),A2,複查合格,A107080800235-00009-1-GHP,04:57.2,24:27.6,NULL
A107080800236,1,民眾檢舉,,福美精緻全自助餐,餐飲業,自助餐飲業,板橋區,漢生東路193巷15號,,20180810,食品現場稽查紀錄表(GHP),B1,不合格,A107080800236-00001-1-GHP,50:05.7,24:27.6,NULL
A107080800236,2,民眾檢舉,,福美精緻全自助餐,餐飲業,自助餐飲業,板橋區,漢生東路193巷15號,,20180819,食品現場稽查紀錄表(GHP),E1,其他(結案後另案續辦),A107080800236-00002-1-GHP,12:42.8,24:27.6,NULL
A107080800239,2,民眾檢舉,,十方物流有限公司,物流業,一般倉儲業,板橋區,板城路411之1號,,20180810,食品現場稽查紀錄表(GHP),A3,輔導改善,A107080800239-00002-1-GHP,50:06.1,24:27.6,NULL
A107080800240,1,民眾檢舉,,姑里炭烤,餐飲業,一般餐廳,三重區,龍門路51號,,20180809,食品現場稽查紀錄表(GHP),B1,不合格,A107080800240-00001-1-GHP,50:06.4,24:27.6,NULL
A107080800240,2,民眾檢舉,,姑里炭烤,餐飲業,一般餐廳,三重區,龍門路51號,,20180820,食品現場稽查紀錄表(GHP),E1,其他(結案後另案續辦),A107080800240-00002-1-GHP,27:43.5,24:27.6,NULL
A107080800254,1,專案,團體膳食衛生輔導計畫-工廠,民享肉鬆企業有限公司,食品工廠,肉及加工品,土城區,忠義路55巷62號1樓,,20180905,食品現場稽查紀錄表(GHP),A3,輔導改善,A107080800254-00001-1-GHP,15:06.7,24:27.6,NULL
A107080800254,2,專案,團體膳食衛生輔導計畫-工廠,賀業有限公司,食品工廠,肉及加工品,新莊區,福營路227巷33號1.2樓,新北市新莊區福營路227巷33號1、2樓,20180409,食品現場稽查紀錄表(GHP),A3,輔導改善,A107080800254-00002-1-GHP,46:13.4,24:27.6,NULL
A107080800254,3,專案,團體膳食衛生輔導計畫-工廠,勤大食品有限公司,食品工廠,肉及加工品,新莊區,福營路165巷42之1號,,20180409,食品現場稽查紀錄表(GHP),A3,輔導改善,A107080800254-00003-1-GHP,52:03.3,24:27.6,NULL
A107080800254,4,專案,團體膳食衛生輔導計畫-工廠,丸郁食品冷凍股份有限公司,食品工廠,水產及加工品,瑞芳區,頂坪路54號,,20180413,食品現場稽查紀錄表(GHP),A3,輔導改善,A107080800254-00004-1-GHP,52:02.1,24:27.6,NULL
A107080800254,5,專案,團體膳食衛生輔導計畫-工廠,尚冠冷凍食品有限公司,食品工廠,水產及加工品,瑞芳區,大埔路有勝二村21號1樓,,20180413,食品現場稽查紀錄表(GHP),A3,輔導改善,A107080800254-00005-1-GHP,42:21.5,24:27.6,NULL
A107080800254,6,專案,團體膳食衛生輔導計畫-工廠,鼎泰豐小吃店股份有限公司,食品工廠,水產及加工品,中和區,立言街36號,,20180402,食品現場稽查紀錄表(GHP),A3,輔導改善,A107080800254-00006-1-GHP,25:36.4,24:27.6,NULL
A107080800254,7,專案,團體膳食衛生輔導計畫-工廠,恆茂盛實業有限公司,食品工廠,麵製品,中和區,中山路2段327巷11弄13號5樓,,20180410,食品現場稽查紀錄表(GHP),A3,輔導改善,A107080800254-00007-1-GHP,15:39.6,24:27.6,NULL
A107073101079,1,民眾檢舉,,北京乾隆企業有限公司,其他一般食品製造業,飲料食品,汐止區,八連路2段162號,,20180801,食品現場稽查紀錄表(GHP),B1,不合格,A107073101079-00001-1-GHP,44:46.2,24:27.6,NULL
A107073101079,2,民眾檢舉,,北京乾隆企業有限公司,其他一般食品製造業,飲料食品,汐止區,八連路2段162號,,20180814,食品現場稽查紀錄表(GHP),A2,複查合格,A107073101079-00002-1-GHP,49:19.0,24:27.6,NULL
A107073101084,1,民眾檢舉,,名城燒臘,餐飲業,一般餐廳,中和區,和平街32號,,20180802,食品現場稽查紀錄表(GHP),B1,不合格,A107073101084-00001-1-GHP,43:35.9,24:27.6,NULL
A107073101084,2,民眾檢舉,,名城燒臘,餐飲業,一般餐廳,中和區,和平街32號,,20180820,食品現場稽查紀錄表(GHP),A2,複查合格,A107073101084-00002-1-GHP,27:38.6,24:27.6,NULL
A107073101087,1,民眾檢舉,,耳朵在木頭,餐飲業,一般餐廳,永和區,永貞路254號,,20180803,食品現場稽查紀錄表(GHP),B1,不合格,A107073101087-00001-1-GHP,43:36.6,24:27.6,NULL
A107073101087,2,民眾檢舉,,耳朵在木頭,餐飲業,一般餐廳,永和區,永貞路254號,,20180820,食品現場稽查紀錄表(GHP),A2,複查合格,A107073101087-00002-1-GHP,27:39.0,24:27.6,NULL
A107073101088,1,民眾檢舉,,福井食堂,餐飲業,一般餐廳,中和區,圓通路265巷2號1樓,,20180802,食品現場稽查紀錄表(GHP),B1,不合格,A107073101088-00001-1-GHP,43:36.8,24:27.6,NULL
A107073101088,2,民眾檢舉,,福井食堂,餐飲業,一般餐廳,中和區,圓通路265巷2號1樓,,20180824,食品現場稽查紀錄表(GHP),A2,複查合格,A107073101088-00002-1-GHP,27:39.3,24:27.6,NULL
A107080100014,1,配合經發局稽查,,祁門有限公司,食品工廠,其他食品製造業,汐止區,康寧街169巷27之1號4樓之2,,20180807,食品現場稽查紀錄表(GHP),B1,不合格,A107080100014-00001-1-GHP,49:19.4,24:27.6,NULL
A107080100018,1,民眾檢舉,,狀元香食品有限公司,食品工廠,肉及加工品,汐止區,大同路1段286巷13號,,20180803,食品現場稽查紀錄表(GHP),A3,輔導改善,A107080100018-00001-1-GHP,43:37.1,24:27.6,NULL
A107080100019,1,民眾檢舉,,饗樂餐飲實業有限公司,物流業,一般倉儲業,新莊區,頭前路24號,,20180806,食品現場稽查紀錄表(GHP),A1,合格,A107080100019-00001-1-GHP,42:01.0,24:27.6,NULL
A107080100035,1,民眾檢舉,,三重早餐店(商登)無市招蛋餅,餐飲業,其他,三重區,正義南路38號,,20180802,食品現場稽查紀錄表(GHP),A3,輔導改善,A107080100035-00001-1-GHP,44:47.9,24:27.6,NULL
A107080100036,1,民眾檢舉,,廟東小吃店(商登)清水排骨酥麵(市招),餐飲業,一般餐廳,三重區,正義南路28號,,20180802,食品現場稽查紀錄表(GHP),A3,輔導改善,A107080100036-00001-1-GHP,44:48.2,24:27.6,NULL
A107080100037,2,民眾檢舉,,牛家莊紅燒牛肉麵,餐飲業,其他,三重區,正義南路29號1樓之1,,20180803,食品現場稽查紀錄表(GHP),A3,輔導改善,A107080100037-00002-1-GHP,44:48.5,24:27.6,NULL
A107080300098,1,民眾檢舉,,上海鮮肉大包,其他一般食品製造業,麵製品,板橋區,館前西路138號1樓,旁邊之畸零地,20180807,食品現場稽查紀錄表(GHP),B1,不合格,A107080300098-00001-1-GHP,49:16.4,24:27.6,NULL
A107080300098,2,民眾檢舉,,上海鮮肉大包,其他一般食品製造業,麵製品,板橋區,館前西路,,20180817,食品現場稽查紀錄表(GHP),A2,複查合格,A107080300098-00002-1-GHP,55:42.5,24:27.6,NULL
A107080300099,1,民眾檢舉,,市招:好客雞肉飯 登記:金好客小吃店,餐飲業,一般餐廳,三重區,成功路86號,,20180808,食品現場稽查紀錄表(GHP),A3,輔導改善,A107080300099-00001-1-GHP,49:16.8,24:27.6,NULL
A107080300101,1,民眾檢舉,,大桶小吃部,餐飲業,一般餐廳,新莊區,新豐街30號1樓,,20180806,食品現場稽查紀錄表(GHP),B1,不合格,A107080300101-00001-1-GHP,42:04.8,24:27.6,NULL
A107080300102,1,民眾檢舉,,鹹酥雞攤販,餐飲業,攤販業,新莊區,新泰路267號,的人行道,20180806,食品現場稽查紀錄表(GHP),A3,輔導改善,A107080300102-00001-1-GHP,42:05.1,24:27.6,NULL
A107080300103,1,民眾檢舉,,全家永林店,食品販賣業,便利商店,永和區,竹林路37號,(永和區竹林路37號),20180806,食品現場稽查紀錄表(GHP),B1,不合格,A107080300103-00001-1-GHP,49:23.1,24:27.6,NULL
A107080300103,2,民眾檢舉,,全家永林店,食品販賣業,便利商店,永和區,竹林路37號,(永和區竹林路37號),20180814,食品現場稽查紀錄表(GHP),E1,其他(結案後另案續辦),A107080300103-00002-1-GHP,53:31.2,24:27.6,NULL
A107080300105,1,民眾檢舉,,舊識平價便當,餐飲業,一般餐廳,新店區,中央路113號,,20180807,食品現場稽查紀錄表(GHP),A3,輔導改善,A107080300105-00001-1-GHP,42:05.5,24:27.6,NULL
A107080300110,1,專案,107年度食品添加物專案輔導計畫,裕褣化工原料有限公司,食品販賣業,食品添加物,三重區,自強路1段93號2樓,,20180504,食品現場稽查紀錄表(GHP),A3,輔導改善,A107080300110-00001-1-GHP,06:31.7,24:27.6,NULL
A107080300110,2,專案,107年度食品添加物專案輔導計畫,昇揚食品有限公司,食品販賣業,食品添加物,三重區,重新路4段244巷32號,,20180504,食品現場稽查紀錄表(GHP),A3,輔導改善,A107080300110-00002-1-GHP,57:35.3,24:27.6,NULL
A107080300110,3,專案,107年度食品添加物專案輔導計畫,頂質股份有限公司,物流業,食品添加物,三重區,興德路82號9樓,,20180515,食品現場稽查紀錄表(GHP),A3,輔導改善,A107080300110-00003-1-GHP,04:15.0,24:27.6,NULL
A107080300110,9,專案,107年度食品添加物專案輔導計畫,牛美莓烘焙材料行,食品販賣業,烘焙食品門市,林口區,佳林路80號,,20180518,食品現場稽查紀錄表(GHP),A3,輔導改善,A107080300110-00009-1-GHP,06:59.3,24:27.6,NULL
A107080300110,12,專案,107年度食品添加物專案輔導計畫,艾康企業股份有限公司,物流業,食品添加物,林口區,文化二路1段266號13樓之3,,20180522,食品現場稽查紀錄表(GHP),A3,輔導改善,A107080300110-00012-1-GHP,56:42.3,24:27.6,NULL
A107080300110,15,專案,107年度食品添加物專案輔導計畫,堅麗國際科技有限公司,物流業,食品添加物,永和區,保平路236巷24弄15號,,20180524,食品現場稽查紀錄表(GHP),A3,輔導改善,A107080300110-00015-1-GHP,03:47.5,24:27.6,NULL
A107080300110,18,專案,107年度食品添加物專案輔導計畫,銘樸實業有限公司,物流業,食品添加物,永和區,保生路22巷14號,,20180530,食品現場稽查紀錄表(GHP),A3,輔導改善,A107080300110-00018-1-GHP,56:07.1,24:27.6,NULL
A107080300110,21,專案,107年度食品添加物專案輔導計畫,重哲商行,物流業,其他,板橋區,僑中一街125巷8弄3號3樓,,20180524,食品現場稽查紀錄表(GHP),A3,輔導改善,A107080300110-00021-1-GHP,03:32.9,24:27.6,NULL
A107080300110,22,專案,107年度食品添加物專案輔導計畫,萬信原料行,食品販賣業,食品添加物,三重區,重陽路1段48號1樓,,20180605,食品現場稽查紀錄表(GHP),A3,輔導改善,A107080300110-00022-1-GHP,04:52.7,24:27.6,NULL
A107080300110,25,專案,107年度食品添加物專案輔導計畫,家藝烘焙材料行,食品販賣業,食品添加物,三重區,重陽路1段113巷1弄38號,15號旁攤商,20180608,食品現場稽查紀錄表(GHP),A3,輔導改善,A107080300110-00025-1-GHP,02:26.0,24:27.6,NULL
A107080300110,26,專案,107年度食品添加物專案輔導計畫,信邦實業有限公司,食品販賣業,食品添加物,三重區,頂崁街203巷21號5樓,倉儲地,20180608,食品現場稽查紀錄表(GHP),A3,輔導改善,A107080300110-00026-1-GHP,05:08.8,24:27.6,NULL
A107080300110,28,專案,107年度食品添加物專案輔導計畫,豐湲生活館有限公司,食品販賣業,食品添加物,中和區,中正路221號,,20180612,食品現場稽查紀錄表(GHP),A3,輔導改善,A107080300110-00028-1-GHP,57:17.3,24:27.6,NULL
A107080300110,32,專案,107年度食品添加物專案輔導計畫,棋美點心屋,食品販賣業,烘焙食品門市,板橋區,大觀路3段193號,,20180612,食品現場稽查紀錄表(GHP),A3,輔導改善,A107080300110-00032-1-GHP,58:22.7,24:27.6,NULL
A107080300110,34,專案,107年度食品添加物專案輔導計畫,新順達(沐新食品有限公司),食品販賣業,食品添加物,板橋區,信義路165號1樓,,20180612,食品現場稽查紀錄表(GHP),A3,輔導改善,A107080300110-00034-1-GHP,56:53.0,24:27.6,NULL
A107080300110,36,專案,107年度食品添加物專案輔導計畫,馨和實業有限公司,食品販賣業,食品添加物,新莊區,明中街46號,,20180613,食品現場稽查紀錄表(GHP),A3,輔導改善,A107080300110-00036-1-GHP,05:55.1,24:27.6,NULL
A107080300110,39,專案,107年度食品添加物專案輔導計畫,摩根醫藥生技股份有限公司,食品販賣業,食品添加物,三重區,重新路3段128號8樓之1,,20180614,食品現場稽查紀錄表(GHP),A3,輔導改善,A107080300110-00039-1-GHP,59:22.5,24:27.6,NULL
A107080300110,40,專案,107年度食品添加物專案輔導計畫,振豐化學廠股份有限公司,食品販賣業,食品添加物,新莊區,五權三路18號,,20180614,食品現場稽查紀錄表(GHP),A3,輔導改善,A107080300110-00040-1-GHP,59:09.9,24:27.6,NULL
A107080300110,43,專案,107年度食品添加物專案輔導計畫,豐業生活館有限公司(小北百貨),食品販賣業,食品添加物,三重區,重陽路4段27號,,20180615,食品現場稽查紀錄表(GHP),A3,輔導改善,A107080300110-00043-1-GHP,55:54.1,24:27.6,NULL
A107080300110,44,專案,107年度食品添加物專案輔導計畫,豐京生活館有限公司,食品販賣業,食品添加物,三重區,仁愛街694之69號,,20180615,食品現場稽查紀錄表(GHP),A3,輔導改善,A107080300110-00044-1-GHP,07:09.7,24:27.6,NULL
A107080300110,45,專案,107年度食品添加物專案輔導計畫,久益化工(股)公司,食品販賣業,食品添加物,新莊區,新樹路268巷72號,,20180620,食品現場稽查紀錄表(GHP),A3,輔導改善,A107080300110-00045-1-GHP,18:20.9,24:27.6,NULL
A107080300110,47,專案,107年度食品添加物專案輔導計畫,明光食品有限公司,物流業,進出口業,中和區,景平路634之9號B1樓,,20180615,食品現場稽查紀錄表(GHP),A3,輔導改善,A107080300110-00047-1-GHP,58:07.0,24:27.6,NULL
A107080300110,48,專案,107年度食品添加物專案輔導計畫,佳祐食品有限公司,食品販賣業,食品添加物,中和區,民享街90巷22號1樓,,20180622,食品現場稽查紀錄表(GHP),A3,輔導改善,A107080300110-00048-1-GHP,18:21.4,24:27.6,NULL
A107080300110,50,專案,107年度食品添加物專案輔導計畫,大潤發中和店(潤泰全球股份有限公司分公司),食品販賣業,大賣場,中和區,中山路2段228號B1樓,,20180615,食品現場稽查紀錄表(GHP),A3,輔導改善,A107080300110-00050-1-GHP,59:47.4,24:27.6,NULL
